audio,sentence
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/d3aebde3-ffe4-469f-b2d0-340cea2f106b.wav,"Đảng và Nhà nước tuyên truyền tôi rất ủng hộ để làm con đường này xong nhanh,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/2d760eb1-4455-41b7-a722-71a9cdd1ed33.wav,"Đầu tháng 3/2024, cô tham gia và được chứng nhận đạt giỏi tại Hội thi giáo viên dạy giỏi"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/79ba006d-e500-4156-baba-d44d91f856af.wav,"và tham mưu về công tác quân sự cho Tỉnh ủy, ủy ban Kháng chiến hành chính tỉnh."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_manh/b66fa1a4-8549-4c93-a127-14be499a58f3.wav,"Các vấn đề tồn tại trong quản lý đã được chỉ ra để có giải pháp khắc phục kịp thời,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_4_quan/9a73a830-fbd9-40eb-9c03-717723b3d3bb.wav,"tổ trưởng Tổ TK&VV thôn Nà Phân, xã Thanh Long, huyện Văn Lãng, Lạng Sơn"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/b3df97b5-9238-48b3-bb3f-0e58d5db2178.wav,"thực hiện trên môi trường điện tử bằng điện thoại thông minh. Thủ tục diễn ra rất nhanh chóng, thuận lợi,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/0b0b2096-cd4b-407c-b5d3-35b0eaf9718b.wav,"Những năm qua, công tác xoá mùa chữ cho người dân nói chung và người dân vùng đồng bào dân tộc thiểu số nói riêng"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/7072a02f-faf6-4ebe-a5f2-9a8689bec839.wav,"Lúc tưới tôi chỉ đi kiểm tra các pép xem ra đều không, không phải cầm ống đi từng cây, qua đó giúp giảm công lao động"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/f2085082-7f2d-47ff-bc85-2ae526a22d40.wav,"Ngày 7/3/1947, Tỉnh đội bộ dân quân Lạng Sơn, nay là Bộ CHQS tỉnh Lạng Sơn được thành lập tại Chợ bãi, Châu Điềm He,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/6de3dd88-a38b-4a4d-b191-5bcaeff3acd6.wav,"đã và đang được cấp ủy, chính quyền huyện Cao Lộc chỉ đạo quyết liệt,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/f3acc91e-289a-406e-a908-3b8e257813f3.wav,"Đến đây, anh khá bất ngờ vì có tấm biến gắn mã QR giới thiệu đến du khách."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/b7072651-7195-4a3a-a473-91d3be979b7f.wav,"Chuyến đi khép lại, nhưng những ký ức vẫn còn nguyên vẹn trong lòng mỗi thành viên."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_8_quan/8ecc9ad2-1488-4aae-8af7-409f9662cba7.wav,"có lý lịch rõ ràng, có phẩm chất đạo đức, trình độ văn hóa, sức khỏe để tham gia lực lượng dân quân tự vệ."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_6_quan/1109c3ae-88dc-4d1f-8a67-7877eb7df3a2.wav,"Là một hộ dân có truyền thống sản xuất bánh nướng, bánh khảo lâu đời ở thôn Khuổi Sao, gia đình chị Trần Thị Châm cảm thấy vui mừng"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/e697cd81-f60b-485d-a11d-112a4d1cbdaf.wav,"Đồng bào dân tộc thiểu số là đối tượng đặc thù, do đó, các cơ quan, đơn vị đã lựa chọn hình thức"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/79f5120c-05dc-4d28-b7e0-d60d8f05275f.wav,"Đảng ủy, chính quyền và nhân dân xã Thống Nhất rất vui mừng và phấn khởi"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_7_quan/3b28174c-c01a-460b-a605-00c31294edb6.wav,"""Học để làm việc làm người, học làm cán bộ,"" học là cái gốc của mọi công việc""."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/84875465-a0cd-4090-809a-2d27eefb5b0b.wav,"Bây giờ, ở nhà chủ yếu làm cây thuốc lá, trồng keo, bạch đàn theo mô hình khi được đi tập huấn về dự án trồng rừng,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_18_quan/40908623-5459-4607-9467-97876a1d5c4a.wav,"Đơn vị đã triển khai đồng bộ các biện pháp nghiệp vụ, nắm tình hình nội ngoại biên trên biên giới,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_20_quan/1731f69b-7657-4357-8a8f-e951d00de21a.wav,Bây giờ mời đồng bào và các bạn cùng theo dõi.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/ccbf50f1-86da-45ee-baa4-1352260d08df.wav,tính đến thời điểm hiện nay đã có trên 6.600 khách hàng trên địa bàn huyện
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_7_quan/56a906b2-33b0-47aa-b69d-f4ddafed03aa.wav,Hợp tác xã thành lập đúng vào giai đoạn khó khăn do ảnh hưởng của dịch bệnh những năm 2020 - 2021.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/75364b36-a6d4-4d46-bfbb-69ced78b13ed.wav,"Những năm gần đây, nông dân xã Chi Lăng được cấp ủy, chính quyền định hướng thực hiện chuyển đổi số trong sản xuất nông nghiệp."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/59d72fbc-7489-42d4-a8d5-22dbbcc8e728.wav,"từng bước học hỏi để quản lý, giáo dục tốt các học viên tại cơ sở."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/9bd78a23-609f-4a4e-a111-38788dba7e64.wav,"đến 80% số hộ dân toàn tỉnh, phổ cập dịch vụ mạng di động 4G, 5G và điện thoại di động thông minh."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_16_quan/b46dc188-cb21-4c2e-ba5d-58202660f46d.wav,"Các kỹ thuật chính bao gồm: nhiệt trị liệu, thuỷ trị liệu, điện trị liệu, xoa bóp, laser trị liệu..."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/034a5644-45e8-44a3-a1a4-a55b595554c8.wav,"Tôi rất cảm ơn Cơ sở đã tạo điều kiện cho mảnh đời éo le có cuộc sống an tâm, an lành hơn."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/a4d6866d-dc6d-4aa0-9e8a-99aa00e01ee6.wav,"thăm hỏi, tìm hiểu, nắm thông tin về bệnh nhấn mắc bệnh hiểm nghèo, có hoàn cảnh khó khăn để vận động các nhà hảo tâm hỗ trợ."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/bb54dfd4-819e-4b38-8bc6-adae679636e9.wav,"Xác định công tác xóa nhà tạm, nhà dột nát là nhiệm vụ chính trị quan trọng."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/18842817-e872-442e-80c7-a9090b0820cf.wav,"Đây là một trong những lực lượng nòng cốt bảo vệ cấp ủy, chính quyền, tính mạng, tài sản của cơ quan, tổ chức và nhân dân."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_16_quan/a4abb8a8-f212-45d6-9a74-63c97a2c20fd.wav,"Cùng với đó, thực hiện chức năng ""Đội quân công tác"", những năm qua, LLVT tỉnh cũng đã phát huy vai trò nòng cốt"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/4a851502-3674-4f5f-acc3-c8762652a0c7.wav,đẩy nhanh tiến độ về đích nông thôn mới tiêu chí nhà ở trên địa bàn xã trong thời gian tới.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/60923c09-f709-4436-89a8-3e3fb5a21261.wav,phấn khởi cho chúng tôi biết nhờ số tiền 120 triệu đồng được vay từ nguồn vốn vay ưu đãi
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/119ab199-2010-4d48-b4ac-8189b2c073f4.wav,"là tiền đề để triển khai kết nối quy hoạch hạ tầng chặt chẽ, đồng bộ và tiếp tục nâng cấp cửa khẩu Lý Vạn - Thạc Long lên cửa khẩu quốc tế"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_16_quan/3bc228a6-6c76-4964-92f1-9a69f3eadd3c.wav,Đại tá Lương Đình NHẠC Phó Chính ủy Bộ CHQS tỉnh Lạng Sơn
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/a333c8be-f944-47b0-93ea-097f01cce8ef.wav,"Tôi luôn ghi nhớ lời dạy của Bác Hồ ""Lương y như từ mẫu"", đặt lợi ích của bệnh nhân lên hàng đầu,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/09ae1c4b-2075-4fe9-ba26-a636659a48c6.wav,"thực hiện các công trình, phần việc thanh niên có ý nghĩa thiết thực, vì sức khỏe cộng đồng,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/2b6f4812-26bb-4a81-9893-f0319b02bbe9.wav,Chúng tôi chỉ đạo nhà trường cùng với thôn xuống từng hộ dân trên danh sách rà soát
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/404c18cc-f6cb-46bd-92a7-274d95673f33.wav,"Tương tự, Sở khoa học và Công nghệ cũng đang sử dụng hai trụ sở cũ."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/11079ab6-d13f-4526-97d4-a91e338da3ff.wav,"để nâng cao chuyên môn nghiệp vụ, hoàn thành tốt nhiệm vụ được giao."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/16b79f95-47a1-48ef-8ee4-ed2220920247.wav,"đã hoàn thành xuất sắc mọi nhiệm vụ, có nhiều đóng góp xứng đáng vào công cuộc xây dựng, bảo vệ Tổ quốc,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_4_quan/bacc6a29-8bc3-4c07-88f2-51f87aab988f.wav,phấn đấu xây dựng thành công xã nông thôn mới kiểu mẫu.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/890f6a51-e79d-4730-bbdc-51e63ef7a602.wav,Gia đình tôi cũng đã hiến đất và cùng người dân đóng góp để làm lại con đường này.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_4_quan/4a4b3109-bf17-4f37-a996-e02db6088ec6.wav,nghĩa vụ của thành viên liên hiệp hợp tác xã được quy định như thế nào?
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/560d0f7b-dc83-44ca-8139-9a560a941eb3.wav,"Đặc biệt, chúng tôi phối hợp với Ủy ban MTTQ huyện thực hiện xóa nhà dột nát, hỗ trợ xây sửa chữa"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/499975d2-4275-478f-8901-0d38f88b4155.wav,Ở SƠN NHƯ GIA ĐÌNH - Y BẮC SỖ LÀ NIỀM TÍN VÙNG
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/c93edbbb-808f-422b-b161-a99364094ef4.wav,Thứ hai là chúng ta là niêm yết thủ tục tức là công khai là minh bạch tức là c trên ngay trụ sở và cũng đang tạo nên những cải trang thông tin điện tử của xã
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/8d30c919-9442-4e47-ae57-cf17924be77c.wav,Một giải pháp quan trọng được huyện Cao Lộc đẩy mạnh thực hiện trong việc tạo sinh kế tại chỗ cho người dân
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/a5cb3cd4-7f7d-41cb-b7ab-b34003da54dc.wav,phân công cho từng đảng viên và từng nhóm tuyên truyền đến từng người dân góp sức xây dựng nông thôn mới.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_16_quan/c312960c-7b82-43aa-81e3-1fb17da10d8a.wav,cho các doanh nghiệp có hoạt động XNK hàng hóa qua địa bàn mà đây còn là một tín hiệu vô cùng khả quan
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_manh/c5fd9194-ffb6-4586-9173-a3efa4ae4d6d.wav,"Thông qua giám sát, nhằm đánh giá đầy đủ, chính xác việc thực hiện chính sách, pháp luật"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_8_quan/82fc6800-6980-4dbf-9ca3-8968c59c1ed8.wav,"Đối với chúng tôi, Giám đốc Đinh Thị Hoa là người lãnh đạo luôn có tinh thần chủ động, sáng tạo, nhiệt tình giúp đỡ đồng nghiệp."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/791c553a-5b6b-4754-9a33-100b4a99f562.wav,"người già cô đơn không nơi nương tựa, người khuyết tật."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/23170797-9569-4208-847d-cd372cacb0df.wav,"Hiện nay, các đơn vị thi công đang chuẩn bị đưa vật liệu tiến hành sửa chữa theo quy định."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_18_quan/1b2c3fca-d414-42b2-86a7-22ff176485ed.wav,với số dư nợ trên 363 tỷ đồng bị ảnh hưởng bởi cơn bão số 3 trên địa bàn.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/5dc38aff-b9d7-4d72-9bd6-fa3cf8d7054b.wav,"xây dựng các tiêu chí dần nâng cao, từng bước xây dựng xã đạt chuẩn nông thôn mới trong những năm tiếp theo."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/f6353c75-ad6c-406b-8d50-7c1101be2523.wav,đối với cơn bão số 3 vào tháng 9/2024.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/0d95f16d-34c2-4e65-b131-1ddf8d6f6a62.wav,"Quyết liệt, sáng tạo và bứt phá, đó là cách làm đã mang lại hiệu quả tích cực"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_8_quan/fe586378-504a-48be-90a2-5b69eb0a52dd.wav,"để mọi người dễ đọc, dễ nhớ, đồng thời tạo không khí thoải mái nhất có thể cho mỗi học viên khi đến lớp."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_11_quan/23deae98-fa3b-4bc7-82d3-d6704d718e43.wav,"Thời gian tới, chúng tôi tiếp tục triển khai tuyên truyền vận động bà con ủng hộ kinh phí thực hiện chương trình."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_13_quan/7a9f40dc-8a5e-4860-b3d6-489424640a35.wav,chúng tôi báo cáo ngay về Đồn Biên phòng để cùng nhau phối hợp thực hiện.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/02960ae6-a4a5-4c49-9fb0-7ce0464a9292.wav,"theo hướng ""Vững mạnh, rộng khắp"", có số lượng hợp lý, chất lượng cao."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_6_quan/a8ede736-8131-4f83-9e70-97848ae77fc5.wav,"có liên quan xây dựng chính sách sử dụng miễn phí gói dịch vụ cơ bản của chương trình cho các đối tượng thuộc hộ nghèo,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/455be961-7a47-4bab-8e67-436e67b31ace.wav,"Các kỹ thuật chính bao gồm: nhiệt trị liệu, thuỷ trị liệu, điện trị liệu, xoa bóp, laser trị liệu..."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/3350853a-1e46-4bba-930e-d1d1620e5687.wav,"Người cao tuổi được trợ cấp nuôi dưỡng hàng tháng hàng ngày tổ chức ăn cơm 3 bữa, bổ sung thêm trái cây, sữa chua"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/8c74fe71-1b4b-42a2-a8bf-d1240c7c3e6d.wav,và giữ gìn sức khỏe cho bản thân; có kế hoạch sinh phù hợp với thể trạng.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/f7177490-46cc-49de-bcac-bb6837868ece.wav,"Đảng ủy, Bộ CHQS tỉnh luôn tập trung nâng cao chất lượng huấn luyện theo phương châm"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/7b9fa3dd-b3e5-4637-a801-48f01743b5fc.wav,Anh Đường Hồng Cường Học viên Cơ sở cai nghiện ma túy Lạng Sơn
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/3d610737-4c48-49ba-92a8-724e3af8f29a.wav,"Tương tự như xã Sàn Viên, năm nay, xã Hòa Bình, huyện Văn Quan là xã điểm phấn đấu đạt chuẩn nông thôn mới."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_quan/f8589e77-1a54-44dc-86de-d4ee8c7a684d.wav,"các cấp, ngành, lực lượng chức năng trên địa bàn tỉnh Lạng Sơn sẽ tiếp tục làm tốt công tác rà soát, thống kê,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/9f8b0634-5721-439b-a77c-00fd6f973b4b.wav,"Hàng năm, tất cả các cơ sở dân quân tự vệ huấn luyện đều đạt yêu cầu, trong đó, 90% đạt khá giỏi."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_6_quan/07faeddd-404c-4d43-8832-e492a03c18ad.wav,"Lúc đầu, tôi có góp ý là Bạn Tình Như Mộng, nghe nó hay."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_16_quan/1399d8eb-192e-4b3c-9b3d-f2e6c1870a8f.wav,lịch sử của lực lượng vũ trang tỉnh để qua đó lớp lớp thế hệ trẻ tiếp tục duy trì và phát huy truyền thống tốt đẹp
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/ac668084-c3a1-4029-8b98-a2870dd33d80.wav,cơ hội để người nông dân kết nối giao thương trong và ngoài tỉnh;
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/a77bb50a-71a2-4c65-8aab-bdb510d0c74c.wav,"Hiện nay mọi người làm việc ở HTX không hẳn ở thị trấn mà còn có các xã Đa Thông, Thanh Long, Ngọc Động."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/b3f5ab73-aa2f-4eab-bc2a-2639ff7db06d.wav,Giám đốc Cơ sở Bảo trợ Xã hội Tổng hợp tỉnh Lạng Sơn
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/1129589e-0191-48d0-8c4b-1c5b15a0f3a8.wav,nâng cao đời sống vật chất tinh thần cho nhân dân.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/9b54d0d0-3d28-4664-b724-7db177daaba7.wav,có giá trị kinh tế cao về trồng thử nghiệm tại hộ gia đình.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/3f2aa05b-8ffa-4e92-a690-aed797b2d5ae.wav,"Trong thời gian qua, tôi và đồng nghiệp đã nhiều lần đến vùng sâu vùng xa khám chữa bệnh miễn phí cho người dân."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/4f0d603f-76e7-4b1a-ae80-8372e7e0f147.wav,tổ chức các lớp tập huấn để giới thiệu khoa học kỹ thuật cũng như các giống cây trồng vật nuôi mới phù hợp
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/c0cb7084-ec7b-47ff-8118-5f5f2f1495b8.wav,"Chăm sóc trước, trong và sau sinh cho đội ngũ hộ sinh tuyến cơ sở ở tất cả các huyện, thành phố."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_16_quan/260cd9e9-43ad-4a46-99fa-200c761f1185.wav,"bởi tài năng và đức độ của một nhân viên y tế tâm huyết với nghề, tinh thần làm việc nghiêm túc, vì người bệnh."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/7f5990b0-15e2-41e8-9ccd-f6983ed9a6ec.wav,"Hy vọng rằng mô hình này sẽ nhận được ý kiến đóng góp của nhân dân,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/740576ad-b76a-4296-9623-a3f32d2b0ced.wav,"Hằng tháng, thành viên tổ, phòng công tác xã hội đã phối hợp các tổ chức, cá nhân hảo tâm phát cháo miễn phí,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_9_quan/77a4c89f-142b-4126-a185-2bf44fd1ecde.wav,"Hàng năm, cũng tham mưu cho UBND thực hiện theo đúng Luật dân quân tự vệ."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/3b20eb2c-6719-4514-bb3c-3b0adfe321f6.wav,"Với những kết quả đạt được và những giải pháp mà các cấp, các ngành đã và đang triển khai thực hiện,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_18_quan/842f32f7-d980-4165-b699-914baca688dc.wav,"Do đó thời gian qua, cùng với việc tổ chức các hoạt động tình nguyện tại cơ sở,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/c5b7d6ed-e655-4022-9cad-4fab11c95d84.wav,THỰC HIỆN HỢP PHẦN 3 Ở VÙNG KHÓ
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_3_manh/69494948-bda0-4d52-bfb3-45adfc9afffa.wav,lịch sử của lực lượng vũ trang tỉnh để qua đó lớp lớp thế hệ trẻ tiếp tục duy trì và phát huy truyền thống tốt đẹp
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/201bd89d-c7f3-49fa-a38a-d178c835546b.wav,"Thời gian qua, Chi bộ, khối phố, Ban Công tác Mặt trận khối 9 đã tích cực nắm tình hình tư tưởng nhân dân"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/24d51a87-10aa-4e71-afae-50066c26e9ea.wav,"Để sớm hoàn thành mục tiêu, Ban Chỉ đạo triển khai xóa nhà tạm, nhà dột nát các cấp trên địa bàn huyện"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_8_quan/f86a5f5f-2e37-401b-bb9f-4aa82a79b807.wav,"Đồng thời, cổ vũ, động viên, khích lệ lực lượng dân quân tự vệ nêu cao tinh thần, trách nhiệm,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_manh/014c7339-598b-4c87-b3f8-fcf1432645e3.wav,như cây bóng mát có khả năng chống chịu tốt với khí hậu đô thị.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/c143fc58-4daf-438f-a2e5-dbddf4ec0f31.wav,"Đầu tháng 3 vừa qua, Ủy ban Mặt trận Tổ quốc Việt Nam tỉnh Lạng Sơn"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_20_quan/a947cf4b-155a-472b-816d-d33cd5daf3c6.wav,Mục pháp luật dân số với người dân cũng đã khép lại chương trình Truyền hình tiếng Dao hôm nay của Đài PTTH Lạng Sơn.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_19_quan/d14d5a50-6e7f-41f7-887b-300864810b7c.wav,"Từ năm 2022 đến nay, các sản phẩm hàng hóa của nông dân được đưa lên sàn thương mại điện tử,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_5_quan/75072e6c-d3ad-448e-ab64-8740f64b1850.wav,"Ban Thường trực Ủy ban MTTQ Việt Nam tỉnh đã xây dựng Kế hoạch triển khai, thực hiện mô hình hòm thư góp ý"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_manh/753cd979-9b5c-4103-ac33-d308620c50d9.wav,để đưa Thái Nguyên và sản phẩm du lịch đặc trưng ra thế giới.
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_6_quan/b07cab96-c375-4c8d-9af9-fd28536c42d3.wav,"Tỷ lệ hộ nghèo giảm còn 2,72%, cận nghèo giảm còn 3,19%."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_2_quan/6aee879a-98b0-4bfa-9879-c5894b8e105d.wav,Thứ nhất là phối hợp với các tổ chức chính trị - xã hội để đẩy mạnh công tác tuyên truyền để từng người
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_18_quan/038d0f24-e0e6-4bac-bdcd-7062a16fc71f.wav,"đồng thời, huy động sự tham gia của cộng đồng vào việc phòng, chống tội phạm mua bán người trên địa bàn tỉnh."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_4_quan/8ad42f04-227d-4dd5-b3e2-fb64df71f990.wav,Kỹ thuật dựngs HOÀI THANH MAI LOAN
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_8_quan/b8b03c63-64e5-4e2a-b630-e0e523943903.wav,"Điều này có thể khẳng định, dù có khó khăn đến đâu chỉ cần có quyết tâm và sự đoàn kết vẫn có thể thành công."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_12_quan/fab45876-5b09-4cee-a049-21ee7165a2e5.wav,"Chăm sóc sức khỏe sinh sản là hoạt động quan trọng, có tác động lớn đến việc cải thiện chất lượng giống nòi,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/1511288a-c42e-407a-90cf-5928d0c97007.wav,"tuổi trẻ các đơn vị Y tế trong tỉnh đã và đang thực hiện nhiều công trình, phần việc ý nghĩa, thiết thực."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_17_quan/076aba49-7920-40ba-aa4f-a4f139cf30dc.wav,"Một ngày mới tại Cơ sở Bảo trợ Xã hội Tổng hợp tỉnh bắt đầu bằng những hoạt động nhẹ nhàng,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_quan/f2cf2d81-747b-4a93-b3b8-bb539ddb31ff.wav,"Qua đó, giúp người dân chúng tôi hiểu rõ hơn về các chủ trương của Đảng và chính sách, pháp luật của Nhà nước"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_7_quan/4137afdd-2a04-4a18-acc8-c6b594dcb84b.wav,"mà còn giúp các đối tượng hộ nghèo, hộ cận nghèo và đối tượng chính sách khác tiếp cận nguồn vốn thuận lợi nhất"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_1_manh/eecf6ca5-1d49-4422-b205-c904dbcd9154.wav,"góp phần xây dựng vùng biên giới giữa hai Bên ngày càng văn minh, hiện đại."
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_14_quan/1a803579-4729-4e79-851a-ddd1dc33e6f6.wav,"tích cực tham gia giúp đỡ những hoàn cảnh khó khăn của địa phương,"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_10_quan/272b1704-eebe-45a1-84e4-698d59278e45.wav,"Huyện cũng hướng dẫn cụ thể cho các xã, thị trấn đảm bảo các quy định của pháp luật"
/mnt/d/WORK/Speech2text_dan_toc/OCR/static_convert/dao_15_quan/04fb7407-5ba1-453b-8740-7e9616c81318.wav,lồng ghép các chương trình mục tiêu và huy động xã hội hóa trong cộng đồng nhân dân
